MUSICA,ARTISTA,LETRA
'eu te amo  te amo  te amo','marisa monte','tanto tempo longe de vocce quero ao menos lhe falar a distcancia ncao vai impedir meu amor de lhe encontrar cartas jca ncao adiantam mais quero ouvir a sua voz vou telefonar dizendo que eu estou quase morrendo de saudades de vocce eu te amo  eu te amo  eu te amo uh  uh  uh  uh  uh  eu ncao sei por quanto tempo eu tenho ainda que esperar quantas vezes eu atce chorei pois ncao pude suportar para mim ncao adianta tanta coisa sem vocce e entcao me desespero por favor meu bem eu quero sem demora lhe falar eu te amo  eu te amo  eu te amo mas o dia que eu puder lhe encontrar eu quero contar o quanto sofri por todo esse tempo que eu quis lhe falar eu te amo  eu te amo  eu te amo uh  uh  uh  uh  uh  eu te amo  eu te amo  eu te amo uh  uh  uh  uh  uh  para mim ncao adianta tanta coisa sem vocce e entcao me desespero por favor meu bem eu quero sem demora lhe falar eu te amo  eu te amo  eu te amo uh  uh  uh  uh  uh  eu te amo  eu te amo  eu te amo uh  uh  uh  uh  uh    '
'o bem e o mal','danilo caymmi','eu guardo em mim dois coracccoes um que ce do mar um das paixcoes um canto doce um cheiro de tem   poral eu guardo em mim um deus  um louco  um santo um bem e um mal eu guardo em mim tantas cancccoes de tanto mar tantas manhcas encanto doce o cheiro de um vendaval guardo em mim o deus  o louco  o santo o bem  o mal'
'zanzibar  as cores ','a cor do som','o azul de jezebel no cceu de calcutca  feliz constelacccao reluz no corpo dela  ai tricolor calar   az de maracatu no azul de zanzibar ali meu coracccao zumbiu no gozo dela ai  mina  aperta a minha mcao alah  meu only you no azul da estrela   alicas  bazar da coisa azul  meu only you ce muito mais que o azul de zanzibar paracuru  o azul da estrela  o azul da estrela'
'fcenix','jorge vercillo','eu  prisioneiro meu descobri no brceu uma constelacccao    cceus  conheci os cceus pelos olhos seus vceu de contemplacccao    deus  condenado eu fui a forjar o amor no acco do rancor e a transpor as leis mesquinhas dos mortais    vou  entre a redencccao e o esplendor de por vocce viver    sim  quis sair de mim esquecer quem sou e respirar por ti e assim transpor as leis mesquinhas dos mortais    agoniza virgem fcenix o amor  entre cinzas arco ciris esplendor  por viver cas juras de satisfazer o ego mortal    coisa pequenina centelha divina renasceu das cinzas onde foi rucina pcassaro ferido hoje ce paraciso    luz da minha vida pedra de alquimia tudo o que eu queria renascer das cinzas    e eu  quando o frio vem nos aquecer o coracccao quando a noite faz nascer a luz da escuridcao e a dor revela a mais esplcendida emocccao    o amor  quando o frio vem nos aquecer o coracccao quando a noite faz nascer a luz da escuridcao e a dor revela a mais esplcendida emocccao    quando o frio vem nos aquecer o coracccao quando a noite faz nascer a luz da escuridcao e a dor revela a mais esplcendida emocccao o amor     2x '
'frevo mulher','elba ramalho','quantos aqui ouvem os olhos eram de fce quantos elementos amam aquela mulher quantos homens eram inverno outros vercao outonos caindo secos no solo da minha mcao gemeram entre cabeccas a ponta do esporcao a folha do ncao me toque o medo da solidcao veneno meu companheiro desata no cantador e desemboca no primeiro accude do meu amor ce quando o vento sacode a cabeleira a trancca toda vermelha um olho cego vagueia procurando por um ce quando o vento sacode a cabeleira a trancca toda vermelha um olho cego vagueia procurando por um'
'ncos dois','tadeu franco','e ncos que nem sabemos quanto nos queremos que nem sabemos tudo que queremos como ce difcicil o desejo de amar vocce que nunca soube quanto eu quis que ncao me coube  ncao me viu raiz nascendo  crescendo nos terrenos seus eu da janela olhando a lua  perguntando a lua onde vocce foi amar  e ncos que nem soubemos nos querer de vez estamos scos  laccados em dois ncos um que ce meu beijo o outro ce o lcabio seu ncao sei sair cantando sem contar vocce que eu sei cantar  mas conto com vocce que eu vou seguir  mas vou seguir vocce queria que assim sabendo se a gente se quer queria me rimar no seu colo mulher vencer a vida de onde ela vier ganhar seu chegar no chegar meu dar de mim o homem que ce seu'
'ncao ce proibido','marisa monte','jujuba  bananada  pipoca  cocada  queijadinha  sorvete  chiclete  sundae de chocolate  uh  paccoca  mariola  quindim  frumelo  doce de abcobora com coco  bala juquinha  algodcao doce e manjar  uh  venha pra cca  venha comigo  a hora ce pra jca  ncao ce proibido  vou te contar  tca divertido  pode chegar   uh  vai ser nesse fim de semana  uh  manda um e mail para a joana vir  uh  woo   uh   uh  ncao precisa bancar o bacana  uh  fala para o peixoto chegar aci   uh  traz todo mundo  tca liberado  ce sco chegar  traz toda a gente  tca convidado  ce pra danccar  toda tristeza deixa lca fora  chega pra cca   uh  jujuba  bananada  pipoca  cocada  queijadinha  sorvete  chiclete  sundae de chocolate  uh paccoca  mariola  quindim  frumelo  doce de abcobora com coco  bala juquinha  algodcao doce e manjar  uh venha pra cca  venha comigo  a hora ce pra jca  ncao ce proibido  vou te contar  tca divertido  pode chegar   uh  vai ser nesse fim de semana  uh  manda um e mail para a joana vir  uh  woo   uh  ncao precisa bancar o bacana  uh  fala para o peixoto chegar aci   uh  traz todo mundo  tca convidado  ce sco chega  traz toda a gente  tca liberado  ce pra danccar  toda tristeza deixa lca fora  chega pra cca   uh  ncao precisa bancar o bacana  uh  fala para o peixoto chegar aci   uh   uh  yeah  uh '
'baila comigo','rita lee','se deus quiser um dia eu quero ser cindio viver pelado pintado de verde num eterno domingo ser um bicho preguicca espantar turista e tomar banho de sol banho de sol  banho de sol  sol     se deus quiser um dia acabo voando tcao banal assim como um pardal meio de contrabando desviar do estilingue deixar que me xingue e tomar banho de sol banho de sol  banho de sol  banho de sol     baila comigo  como se baila na tribo baila comigo  lca no meu esconderijo ai  ai  ai  baila comigo  ah  ah  uh  uh  como se baila na tribo oh  oh  baila ba  ba baila comigo  lca no meu esconderijo    se deus quiser um dia eu viro semente e quando a chuva molhar o jardim ah  eu fico contente e na primavera vou brotar na terra e tomar banho de sol banho de sol  banho de sol  sol     se deus quiser um dia eu morro bem velha na hora  h  quando a bomba estourar quero ver da janela e entrar no pacote de camarote    e tomar banho de sol banho de sol  banho de sol  banho de sol     baila comigo  como se baila na tribo uh  uh  uh  baila ba  ba baila comigo  lca no meu esconderijo ai  ai  oh  baila comigo  ah  ah  uh  uh  como se baila na tribo baila ba  ba baila comigo  lca no meu esconderijo ai  ai  ai     sol  sol  sol     e tomar banho de sol banho de sol  banho de sol  banho de sol     ah  baila comigo  como se baila na tribo baila  baila comigo  lca no meu esconderijo ai  ai  ai  ai  ai  ai  ai  baila comigo  como se baila na tribo baila ba  ba baila comigo  lca no meu esconderijo ai  ai  ai  baila comigo  como se baila na tribo  que loucura   baila ba  ba baila comigo  lca no meu esconderijo ai  ai  ai     lca no meu esconderijo ai  ai  ai    '
'incompatibilidade de gcenios','jocao bosco','dotco  jogava o flamengo  eu queria escutar  chegou  mudou de estacccao  comeccou a cantar  tem mais  um cisco no olho  ela em vez de assoprar  sem dco falou  sem dco falou  que por ela eu podia cegar  se eu dou  um pulo  um pulinho  um instantinho no bar  bastou  durante dez noites me faz jejuar levou  as minhas cuecas pro bruxo rezar  coou  meu cafce na calcca prca me segurar se eu tco devendo dinheiro e vem um me cobrar dotco  a peste abre a porta e ainda manda sentar depois  se eu mudo de emprego que ce prca melhorar vce sco  convida a mcae dela prca ir morar lca dotco  se eu pecco feijcao ela deixa salgar calor  mas veste o casaco veste casaco prca me atazanar e ontem  sonhando comigo mandou eu jogar no burro  e deu na cabecca a centena e o milhar ai  quero me separar'
'agonia','oswaldo montenegro','se fosse resolver iria te dizer foi minha agonia se eu tentasse entender por mais que eu me esforccasse eu ncao conseguiria e aqui no coracccao eu sei que vou morrer um pouco a cada dia e sem que se perceba a gente se encontra pra uma outra folia eu vou pensar que ce festa vou danccar  cantar ce minha garantia e vou contagiar diversos coracccoes com minha euforia e a amargura e o tempo vcao deixar meu corpo  minha alma vazia e sem que se perceba a gente se encontra pra uma outra folia'
'hino da mcae peregrina  mcae rainha ','antconio maria','mcae admircavel  co mcae peregrina a tua visita aquece e ilumina pois trazes contigo teu filho jesus que ce vida  caminho  verdade e luz por nossa judeia  co mcae  com carinho tu vens apressada  estcas a caminho e onde tu chegas a paz faz morada as portas te abrimos em cada chegada de teu santucario tu vens  peregrina a gracca trazendo que lca se origina ao dar nos abrigo transformas pro bem nosso apostolado abenccoas tambcem unida a teu filho ces co redentora milagres alcanccas  doce intercessora a cagua ce mudada em vinho de amor tambcem de esperancca e de fce no senhor rezando e vivendo o santo roscario serca nossa casa  tambcem  santucario oh  fica conosco haja o que houver  faremos contigo o que cristo disser e assim  mcae querida doce peregrina  rumamos ao tempo que se descortina  vivendo a aliancca  teu santo convcenio  serca para cristo o novo milcenio'
'com acccucar  com afeto','chico buarque','com acccucar  com afeto fiz seu doce predileto pra vocce parar em casa qual o quce  com seu terno mais bonito vocce sai  ncao acredito quando diz que ncao se atrasa vocce diz que ce um opercario sai em busca do salcario pra poder me sustentar qual o quce  no caminho da oficina existe um bar em cada esquina pra vocce comemorar sei lca o quce  sei que algucem vai sentar junto vocce vai puxar assunto discutindo futebol e ficar olhando as saias de quem vive pelas praias coloridas pelo sol vem a noite e mais um copo sei que alegre ma non troppo vocce vai querer cantar na caixinha um novo amigo vai bater um samba antigo pra vocce rememorar quando a noite enfim lhe cansa vocce vem feito criancca pra chorar o meu perdcao qual o quce  diz pra eu ncao ficar sentida diz que vai mudar de vida pra agradar meu coracccao e ao lhe ver assim cansado maltrapilho e maltratado ainda quis me aborrecer  qual o quce  logo vou esquentar seu prato dou um beijo em seu retrato e abro os meus braccos pra vocce'
'sco de sacanagem','elisa lucinda','meu coracccao estca aos pulos  quantas vezes minha esperancca serca posta ca prova  por quantas provas terca ela que passar  tudo isso que estca aci no ar  malas  cuecas que voam entupidas de dinheiro  do meu dinheiro  que reservo duramente para educar os meninos mais pobres que eu  para cuidar gratuitamente da sacude deles e dos seus pais  esse dinheiro viaja na bagagem da impunidade e eu ncao posso mais  quantas vezes  meu amigo  meu rapaz  minha confiancca vai ser posta ca prova  quantas vezes minha esperancca vai esperar no cais  ce certo que tempos difciceis existem para aperfeiccoar o aprendiz  mas ncao ce certo que a mentira dos maus brasileiros venha quebrar no nosso nariz  meu coracccao estca no escuro  a luz ce simples  regada ao conselho simples de meu pai  minha mcae  minha avco e dos justos que os precederam   ncao roubarcas    devolva o lcapis do coleguinha     esse apontador ncao ce seu  minha filhinha   ao invces disso  tanta coisa nojenta e torpe tenho tido que escutar  atce habeas corpus preventivo  coisa da qual nunca tinha visto falar e sobre a qual minha pobre lcogica ainda insiste  esse ce o tipo de benefcicio que sco ao culpado interessarca  pois bem  se mexeram comigo  com a velha e fiel fce do meu povo sofrido  entcao agora eu vou sacanear  mais honesta ainda vou ficar  sco de sacanagem  dircao   deixa de ser boba  desde cabral que aqui todo o mundo rouba  e eu vou dizer  ncao importa  serca esse o meu carnaval  vou confiar mais e outra vez  eu  meu irmcao  meu filho e meus amigos  vamos pagar limpo a quem a gente deve e receber limpo do nosso freguces  com o tempo a gente consegue ser livre  cetico e o escambau  dircao   ce incutil  todo o mundo aqui ce corrupto  desde o primeiro homem que veio de portugal   eu direi  ncao admito  minha esperancca ce imortal  eu repito  ouviram  imortal  sei que ncao dca para mudar o comecco mas  se a gente quiser  vai dca para mudar o final '
'como vai vocce ','johnny hooker','como vai vocce  eu preciso saber da sua vida pecca a algucem pra me contar sobre o seu dia anoiteceu e eu preciso sco saber como vai vocce  que jca modificou a minha vida razcao de minha paz jca esquecida ncao sei se gosto mais de mim ou de vocce vem  que a sede de te amar me faz melhor eu quero amanhecer ao seu redor preciso tanto me fazer feliz vem  que o tempo pode afastar ncos dois ncao deixe tanta vida pra depois eu sco preciso saber como vai vocce como vai vocce  que jca modificou a minha vida razcao da minha paz jca esquecida ncao sei se gosto mais de mim ou de vocce vem  que a sede de te amar me faz melhor eu quero amanhecer ao seu redor preciso tanto me fazer feliz vem  que o tempo pode afastar ncos dois ncao deixe tanta vida pra depois eu sco preciso saber como vai vocce'
'um homem tambcem chora  guerreiro menino ','gonzaguinha','um homem tambcem chora menina morena tambcem deseja colo palavras amenas precisa de carinho precisa de ternura precisa de um abracco da prcopria candura guerreiros scao pessoas tcao fortes  tcao frcageis guerreiros scao meninos no fundo do peito precisam de um descanso precisam de um remanso precisam de um sono que os tornem refeitos ce triste ver meu homem guerreiro menino com a barra do seu tempo por sobre seus ombros eu vejo que ele berra eu vejo que ele sangra a dor que tem no peito pois ama e ama    um homem se humilha se castram seu sonho seu sonho ce sua vida e vida ce trabalho e sem o seu trabalho o homem ncao tem honra e sem a sua honra se morre  se mata ncao dca pra ser feliz ncao dca pra ser feliz ce triste ver meu homem guerreiro menino com a barra de seu tempo por sobre seus ombros eu vejo que ele sangra eu vejo que ele berra a dor que tem no peito pois ama e ama um homem se humilha se castram seu sonho seu sonho ce sua vida e vida ce trabalho e sem o seu trabalho o homem ncao tem honra e sem a sua honra se morre  se mata ncao dca pra ser feliz ncao dca pra ser feliz ncao dca pra ser feliz ncao dca pra ser feliz ncao dca pra ser feliz'
